date,year_month,country,currency,currency_name,rate,frequency,source
2025_05_21,2025_05,Korea,KRW,대한민국 원,1380.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_22,2025_05,Korea,KRW,대한민국 원,1386.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_23,2025_05,Korea,KRW,대한민국 원,1371.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_26,2025_05,Korea,KRW,대한민국 원,1373.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_27,2025_05,Korea,KRW,대한민국 원,1379.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_28,2025_05,Korea,KRW,대한민국 원,1378.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_29,2025_05,Korea,KRW,대한민국 원,1375.92,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_05_30,2025_05,Korea,KRW,대한민국 원,1387.55,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_02,2025_06,Korea,KRW,대한민국 원,1379.67,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_04,2025_06,Korea,KRW,대한민국 원,1364.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_05,2025_06,Korea,KRW,대한민국 원,1363.37,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_09,2025_06,Korea,KRW,대한민국 원,1355.87,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_10,2025_06,Korea,KRW,대한민국 원,1367.97,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_11,2025_06,Korea,KRW,대한민국 원,1371.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_12,2025_06,Korea,KRW,대한민국 원,1357.07,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_13,2025_06,Korea,KRW,대한민국 원,1369.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_16,2025_06,Korea,KRW,대한민국 원,1359.67,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_17,2025_06,Korea,KRW,대한민국 원,1380.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_18,2025_06,Korea,KRW,대한민국 원,1375.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_19,2025_06,Korea,KRW,대한민국 원,1378.47,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_20,2025_06,Korea,KRW,대한민국 원,1377.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_23,2025_06,Korea,KRW,대한민국 원,1373.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_24,2025_06,Korea,KRW,대한민국 원,1359.67,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_25,2025_06,Korea,KRW,대한민국 원,1361.67,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_26,2025_06,Korea,KRW,대한민국 원,1359.17,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_27,2025_06,Korea,KRW,대한민국 원,1364.67,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_06_30,2025_06,Korea,KRW,대한민국 원,1354.59,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_01,2025_07,Korea,KRW,대한민국 원,1353.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_02,2025_07,Korea,KRW,대한민국 원,1351.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_03,2025_07,Korea,KRW,대한민국 원,1359.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_04,2025_07,Korea,KRW,대한민국 원,1362.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_07,2025_07,Korea,KRW,대한민국 원,1371.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_08,2025_07,Korea,KRW,대한민국 원,1367.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_09,2025_07,Korea,KRW,대한민국 원,1370.64,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_10,2025_07,Korea,KRW,대한민국 원,1368.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_11,2025_07,Korea,KRW,대한민국 원,1375.04,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_14,2025_07,Korea,KRW,대한민국 원,1379.04,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_15,2025_07,Korea,KRW,대한민국 원,1383.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_16,2025_07,Korea,KRW,대한민국 원,1382.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_17,2025_07,Korea,KRW,대한민국 원,1387.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_18,2025_07,Korea,KRW,대한민국 원,1387.94,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_21,2025_07,Korea,KRW,대한민국 원,1379.14,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_22,2025_07,Korea,KRW,대한민국 원,1377.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_23,2025_07,Korea,KRW,대한민국 원,1372.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_24,2025_07,Korea,KRW,대한민국 원,1369.54,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_25,2025_07,Korea,KRW,대한민국 원,1380.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_28,2025_07,Korea,KRW,대한민국 원,1385.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_29,2025_07,Korea,KRW,대한민국 원,1384.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_30,2025_07,Korea,KRW,대한민국 원,1388.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_07_31,2025_07,Korea,KRW,대한민국 원,1390.78,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_01,2025_08,Korea,KRW,대한민국 원,1390.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_04,2025_08,Korea,KRW,대한민국 원,1385.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_05,2025_08,Korea,KRW,대한민국 원,1387.41,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_06,2025_08,Korea,KRW,대한민국 원,1385.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_07,2025_08,Korea,KRW,대한민국 원,1384.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_08,2025_08,Korea,KRW,대한민국 원,1391.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_11,2025_08,Korea,KRW,대한민국 원,1392.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_12,2025_08,Korea,KRW,대한민국 원,1385.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_13,2025_08,Korea,KRW,대한민국 원,1379.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_14,2025_08,Korea,KRW,대한민국 원,1389.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_18,2025_08,Korea,KRW,대한민국 원,1388.51,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_19,2025_08,Korea,KRW,대한민국 원,1392.91,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_20,2025_08,Korea,KRW,대한민국 원,1397.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_21,2025_08,Korea,KRW,대한민국 원,1401.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_22,2025_08,Korea,KRW,대한민국 원,1385.61,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_25,2025_08,Korea,KRW,대한민국 원,1391.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_26,2025_08,Korea,KRW,대한민국 원,1394.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_27,2025_08,Korea,KRW,대한민국 원,1393.71,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_28,2025_08,Korea,KRW,대한민국 원,1385.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_08_29,2025_08,Korea,KRW,대한민국 원,1391.11,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_01,2025_09,Korea,KRW,대한민국 원,1391.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_02,2025_09,Korea,KRW,대한민국 원,1393.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_03,2025_09,Korea,KRW,대한민국 원,1388.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_04,2025_09,Korea,KRW,대한민국 원,1391.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_05,2025_09,Korea,KRW,대한민국 원,1388.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_08,2025_09,Korea,KRW,대한민국 원,1384.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_09,2025_09,Korea,KRW,대한민국 원,1387.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_10,2025_09,Korea,KRW,대한민국 원,1387.66,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_11,2025_09,Korea,KRW,대한민국 원,1388.16,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_12,2025_09,Korea,KRW,대한민국 원,1391.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_15,2025_09,Korea,KRW,대한민국 원,1384.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_16,2025_09,Korea,KRW,대한민국 원,1377.56,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_17,2025_09,Korea,KRW,대한민국 원,1378.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_18,2025_09,Korea,KRW,대한민국 원,1386.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_19,2025_09,Korea,KRW,대한민국 원,1396.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_22,2025_09,Korea,KRW,대한민국 원,1389.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_23,2025_09,Korea,KRW,대한민국 원,1393.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_24,2025_09,Korea,KRW,대한민국 원,1402.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_25,2025_09,Korea,KRW,대한민국 원,1406.76,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_26,2025_09,Korea,KRW,대한민국 원,1408.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_29,2025_09,Korea,KRW,대한민국 원,1398.26,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_09_30,2025_09,Korea,KRW,대한민국 원,1403.7,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_01,2025_10,Korea,KRW,대한민국 원,1398.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_02,2025_10,Korea,KRW,대한민국 원,1419.85,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_10,2025_10,Korea,KRW,대한민국 원,1431.15,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_13,2025_10,Korea,KRW,대한민국 원,1422.15,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_14,2025_10,Korea,KRW,대한민국 원,1425.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_15,2025_10,Korea,KRW,대한민국 원,1417.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_16,2025_10,Korea,KRW,대한민국 원,1413.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_17,2025_10,Korea,KRW,대한민국 원,1418.95,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_20,2025_10,Korea,KRW,대한민국 원,1417.15,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_21,2025_10,Korea,KRW,대한민국 원,1427.15,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_22,2025_10,Korea,KRW,대한민국 원,1427.95,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_23,2025_10,Korea,KRW,대한민국 원,1432.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_24,2025_10,Korea,KRW,대한민국 원,1434.85,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_27,2025_10,Korea,KRW,대한민국 원,1428.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_28,2025_10,Korea,KRW,대한민국 원,1429.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_29,2025_10,Korea,KRW,대한민국 원,1422.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_30,2025_10,Korea,KRW,대한민국 원,1425.65,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_10_31,2025_10,Korea,KRW,대한민국 원,1426.43,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_03,2025_11,Korea,KRW,대한민국 원,1427.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_04,2025_11,Korea,KRW,대한민국 원,1440.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_05,2025_11,Korea,KRW,대한민국 원,1437.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_06,2025_11,Korea,KRW,대한민국 원,1445.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_07,2025_11,Korea,KRW,대한민국 원,1456.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_10,2025_11,Korea,KRW,대한민국 원,1453.32,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_11,2025_11,Korea,KRW,대한민국 원,1458.32,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_12,2025_11,Korea,KRW,대한민국 원,1466.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_13,2025_11,Korea,KRW,대한민국 원,1467.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_14,2025_11,Korea,KRW,대한민국 원,1452.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_17,2025_11,Korea,KRW,대한민국 원,1459.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_18,2025_11,Korea,KRW,대한민국 원,1457.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_19,2025_11,Korea,KRW,대한민국 원,1466.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_20,2025_11,Korea,KRW,대한민국 원,1471.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_21,2025_11,Korea,KRW,대한민국 원,1468.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_24,2025_11,Korea,KRW,대한민국 원,1471.72,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_25,2025_11,Korea,KRW,대한민국 원,1462.72,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_26,2025_11,Korea,KRW,대한민국 원,1467.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_27,2025_11,Korea,KRW,대한민국 원,1459.52,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_11_28,2025_11,Korea,KRW,대한민국 원,1467.02,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_01,2025_12,Korea,KRW,대한민국 원,1471.21,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_02,2025_12,Korea,KRW,대한민국 원,1469.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_03,2025_12,Korea,KRW,대한민국 원,1467.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_04,2025_12,Korea,KRW,대한민국 원,1475.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_05,2025_12,Korea,KRW,대한민국 원,1475.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_08,2025_12,Korea,KRW,대한민국 원,1469.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_09,2025_12,Korea,KRW,대한민국 원,1471.11,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_10,2025_12,Korea,KRW,대한민국 원,1466.91,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_11,2025_12,Korea,KRW,대한민국 원,1472.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_12,2025_12,Korea,KRW,대한민국 원,1477.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_15,2025_12,Korea,KRW,대한민국 원,1471.11,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_16,2025_12,Korea,KRW,대한민국 원,1474.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_17,2025_12,Korea,KRW,대한민국 원,1478.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_18,2025_12,Korea,KRW,대한민국 원,1476.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_19,2025_12,Korea,KRW,대한민국 원,1481.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_22,2025_12,Korea,KRW,대한민국 원,1481.11,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_23,2025_12,Korea,KRW,대한민국 원,1482.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_24,2025_12,Korea,KRW,대한민국 원,1450.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_26,2025_12,Korea,KRW,대한민국 원,1445.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_29,2025_12,Korea,KRW,대한민국 원,1434.81,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_30,2025_12,Korea,KRW,대한민국 원,1441.31,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2025_12_31,2025_12,Korea,KRW,대한민국 원,1447.39,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_02,2026_01,Korea,KRW,대한민국 원,1445.54,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_05,2026_01,Korea,KRW,대한민국 원,1445.64,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_06,2026_01,Korea,KRW,대한민국 원,1447.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_07,2026_01,Korea,KRW,대한민국 원,1449.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_08,2026_01,Korea,KRW,대한민국 원,1451.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_09,2026_01,Korea,KRW,대한민국 원,1458.74,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_12,2026_01,Korea,KRW,대한민국 원,1466.84,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_13,2026_01,Korea,KRW,대한민국 원,1477.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_14,2026_01,Korea,KRW,대한민국 원,1465.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_15,2026_01,Korea,KRW,대한민국 원,1469.14,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_16,2026_01,Korea,KRW,대한민국 원,1474.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_19,2026_01,Korea,KRW,대한민국 원,1473.34,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_20,2026_01,Korea,KRW,대한민국 원,1478.64,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
2026_01_21,2026_01,Korea,KRW,대한민국 원,1466.54,Daily,Bank of Korea / Seoul Money Brokerage Services (SMBS MAR) / KEB Hana Bank 1st Fixing
